# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Mon, 30 Mar 2026 03:00:58 +0200
#
# IP	number of (black)lists
#
65.20.187.47	3
65.20.191.12	3
65.20.202.4	3
65.20.204.88	3
65.20.204.131	3
65.20.204.179	3
65.20.205.74	3
65.20.205.197	3
65.20.211.96	3
65.20.217.64	3
65.20.233.110	3
65.20.237.109	3
65.20.237.119	3
65.20.237.175	3
65.20.250.93	3
65.20.250.180	3
65.20.251.41	3
65.20.251.170	3
65.21.176.59	3
65.21.251.173	3
65.49.1.22	3
65.49.1.25	3
65.49.1.27	3
65.49.1.30	3
65.49.1.40	3
65.49.1.61	3
65.49.1.85	3
65.49.1.86	3
65.49.1.88	3
65.49.1.111	3
65.49.1.113	3
65.49.1.117	3
65.49.1.130	3
65.49.1.139	3
65.49.1.147	3
65.49.1.164	3
65.49.1.179	3
65.49.1.181	3
65.49.1.190	3
65.49.1.235	3
65.49.20.66	3
65.49.20.67	3
65.49.20.73	3
65.49.20.77	3
65.49.20.81	3
65.49.20.85	3
65.49.20.89	3
65.49.20.97	3
65.49.20.105	3
65.49.20.109	3
65.49.20.113	3
65.49.20.117	3
65.49.20.125	3
65.73.230.102	3
65.76.86.227	3
65.181.92.228	3
66.23.227.242	3
66.23.231.166	3
66.45.144.201	3
66.55.78.13	3
66.116.199.48	3
66.116.226.112	3
66.132.172.32	3
66.132.172.43	3
66.132.172.190	3
66.132.172.224	3
66.132.172.225	3
66.132.172.227	3
66.132.172.228	3
66.132.172.229	3
66.132.172.230	3
66.132.172.231	3
66.132.172.232	3
66.132.172.234	3
66.132.172.235	3
66.132.172.237	3
66.132.172.239	3
66.132.172.247	3
66.132.186.132	3
66.132.186.160	3
66.132.186.161	3
66.132.186.163	3
66.132.186.164	3
66.132.186.166	3
66.132.186.169	3
66.132.186.171	3
66.132.186.172	3
66.132.186.173	3
66.132.186.174	3
66.132.186.176	3
66.132.186.178	3
66.132.186.179	3
66.132.186.180	3
66.132.186.181	3
66.132.186.182	3
66.132.186.187	3
66.132.186.188	3
66.132.186.193	3
66.132.186.194	3
66.132.186.195	3
66.132.186.198	3
66.132.186.204	3
66.132.186.206	3
66.132.186.207	3
66.132.186.208	3
66.132.186.209	3
66.132.186.210	3
66.132.186.211	3
66.132.186.212	3
66.132.186.213	3
66.132.186.214	3
66.132.186.215	3
66.132.186.217	3
66.132.186.219	3
66.132.186.220	3
66.132.186.221	3
66.132.186.222	3
66.132.186.239	3
66.132.186.242	3
66.132.186.249	3
66.132.186.253	3
66.132.186.254	3
66.132.195.16	3
66.132.195.39	3
66.132.195.40	3
66.132.195.50	3
66.132.195.52	3
66.132.195.56	3
66.132.195.65	3
66.132.195.73	3
66.132.195.76	3
66.132.195.78	3
66.132.195.82	3
66.132.195.89	3
66.132.195.94	3
66.132.195.100	3
66.132.195.105	3
66.132.195.117	3
66.132.224.15	3
66.132.224.16	3
66.132.224.17	3
66.132.224.18	3
66.132.224.19	3
66.132.224.20	3
66.132.224.21	3
66.132.224.22	3
66.132.224.23	3
66.132.224.24	3
66.132.224.26	3
66.132.224.28	3
66.132.224.29	3
66.132.224.30	3
66.132.224.79	3
66.132.224.82	3
66.132.224.86	3
66.132.224.89	3
66.132.224.90	3
66.132.224.91	3
66.132.224.92	3
66.132.224.225	3
66.132.224.226	3
66.132.224.229	3
66.132.224.233	3
66.175.211.15	3
66.175.211.52	3
66.175.211.81	3
66.175.211.168	3
66.175.211.185	3
66.175.211.192	3
66.175.211.196	3
66.175.212.125	3
66.175.213.4	3
66.179.138.32	3
66.181.171.136	3
66.228.53.162	3
66.228.53.174	3
66.228.53.204	3
66.240.236.116	3
67.10.184.32	3
67.20.76.77	3
67.20.113.139	3
67.20.132.65	3
67.20.231.38	3
67.43.243.111	3
67.55.189.211	3
67.58.117.95	3
67.61.123.93	3
67.85.146.216	3
67.173.58.47	3
67.197.25.204	3
67.205.148.251	3
67.205.153.228	3
67.207.84.204	3
67.213.82.18	3
68.7.114.69	3
68.60.77.128	3
68.155.145.150	3
68.155.146.66	3
68.155.154.154	3
68.168.114.226	3
68.178.169.200	3
68.183.11.49	3
68.183.28.20	3
68.183.72.30	3
68.183.87.132	3
68.183.105.117	3
68.183.114.81	3
68.183.127.209	3
68.183.137.177	3
68.183.161.92	3
68.183.162.188	3
68.183.172.241	3
68.183.236.46	3
68.219.96.48	3
69.5.20.239	3
69.5.189.196	3
69.5.189.207	3
69.6.220.104	3
69.87.207.135	3
69.114.9.252	3
69.116.113.163	3
69.164.207.41	3
69.164.213.53	3
69.164.213.79	3
69.164.213.106	3
69.164.213.117	3
69.164.213.127	3
69.164.213.194	3
69.164.213.247	3
69.165.72.156	3
69.167.152.123	3
69.169.108.185	3
69.172.79.198	3
69.180.188.173	3
70.25.234.130	3
70.88.108.12	3
70.89.116.5	3
70.102.128.230	3
70.175.180.147	3
70.183.221.190	3
70.187.228.183	3
71.6.199.65	3
71.6.232.29	3
71.90.30.53	3
71.219.133.244	3
71.229.1.186	3
71.230.228.16	3
71.235.27.139	3
71.235.225.181	3
71.236.227.219	3
72.10.34.226	3
72.14.178.148	3
72.14.182.123	3
72.24.210.58	3
72.56.3.254	3
72.56.16.28	3
72.56.239.58	3
72.60.151.202	3
72.66.99.199	3
72.167.44.205	3
72.211.57.196	3
72.227.136.237	3
72.234.16.75	3
72.239.67.156	3
73.2.221.162	3
73.55.194.114	3
73.57.80.193	3
73.71.172.224	3
73.88.196.91	3
73.129.57.71	3
73.134.117.78	3
73.140.151.155	3
73.144.27.228	3
73.145.107.251	3
73.153.3.166	3
73.176.157.57	3
73.197.194.98	3
74.48.68.41	3
74.82.47.2	3
74.82.47.9	3
74.82.47.13	3
74.82.47.17	3
74.82.47.25	3
74.82.47.33	3
74.82.47.37	3
74.82.47.41	3
74.82.47.57	3
74.82.47.61	3
74.82.47.194	3
74.195.53.129	3
74.196.34.137	3
74.196.36.137	3
74.207.235.34	3
74.207.235.90	3
74.207.252.24	3
74.207.253.160	3
74.208.177.56	3
74.208.184.139	3
74.209.100.246	3
74.234.57.216	3
74.235.84.135	3
74.235.100.195	3
74.235.121.114	3
74.235.122.210	3
74.235.162.254	3
74.235.185.122	3
74.243.251.125	3
74.249.128.154	3
74.249.128.189	3
74.249.128.248	3
74.249.129.23	3
74.249.177.110	3
74.249.177.184	3
74.249.178.114	3
74.249.178.151	3
74.249.178.154	3
74.249.178.165	3
74.249.192.232	3
74.249.214.222	3
75.3.252.21	3
75.64.180.83	3
75.80.65.214	3
75.99.30.50	3
75.119.156.192	3
75.138.40.135	3
75.140.142.146	3
75.159.68.143	3
76.105.66.240	3
76.124.3.157	3
76.164.199.128	3
77.37.179.158	3
77.41.156.64	3
77.42.70.132	3
77.53.192.88	3
77.53.193.47	3
77.53.195.148	3
77.82.86.221	3
77.83.39.51	3
77.83.39.61	3
77.83.39.71	3
77.83.39.74	3
77.83.39.104	3
77.83.39.132	3
77.83.39.134	3
77.83.39.162	3
77.83.39.164	3
77.83.39.173	3
77.83.39.214	3
77.83.39.224	3
77.83.39.250	3
77.90.185.5	3
77.90.185.17	3
77.90.185.18	3
77.90.185.43	3
77.90.185.50	3
77.90.185.51	3
77.90.185.52	3
77.90.185.72	3
77.90.185.82	3
77.90.185.234	3
77.90.185.235	3
77.91.108.143	3
77.95.203.221	3
77.106.78.215	3
77.237.237.57	3
77.239.107.25	3
78.17.0.9	3
78.17.10.79	3
78.25.127.202	3
78.30.250.62	3
78.36.41.213	3
78.66.44.23	3
78.66.44.246	3
78.67.161.64	3
78.111.147.32	3
78.128.114.130	3
78.128.114.162	3
78.128.114.174	3
78.139.65.6	3
78.142.18.75	3
78.142.18.219	3
78.142.231.165	3
78.186.54.65	3
78.189.17.35	3
79.7.192.59	3
79.108.225.9	3
79.116.200.231	3
79.124.40.86	3
79.124.56.110	3
79.127.241.70	3
79.135.251.82	3
79.136.194.132	3
79.137.34.248	3
79.137.36.176	3
79.138.90.195	3
79.156.247.107	3
79.161.110.92	3
79.173.251.65	3
80.64.28.82	3
80.66.66.22	3
80.66.66.54	3
80.66.66.62	3
80.66.83.74	3
80.67.167.81	3
80.87.206.72	3
80.94.92.63	3
80.94.92.64	3
80.94.92.65	3
80.94.92.66	3
80.94.92.67	3
80.94.92.68	3
80.94.92.69	3
80.94.92.70	3
80.94.92.71	3
80.94.92.109	3
80.94.92.123	3
80.94.92.152	3
80.94.92.164	3
80.94.92.167	3
80.94.92.187	3
80.94.92.206	3
80.94.95.43	3
80.94.95.118	3
80.94.95.152	3
80.94.95.173	3
80.96.58.26	3
80.188.223.187	3
80.217.106.60	3
80.227.102.242	3
80.227.147.94	3
80.233.12.109	3
80.250.153.82	3
81.5.191.228	3
81.13.62.77	3
81.19.139.40	3
81.29.32.213	3
81.70.207.57	3
81.71.6.30	3
81.71.153.211	3
81.161.239.35	3
81.172.74.163	3
81.192.138.65	3
81.195.171.60	3
81.211.88.66	3
81.213.109.126	3
81.214.75.248	3
81.225.109.18	3
81.227.223.23	3
81.236.211.54	3
81.243.106.218	3
82.19.12.103	3
82.64.174.41	3
82.66.48.36	3
82.66.91.30	3
82.67.187.92	3
82.102.149.88	3
82.114.179.10	3
82.146.56.81	3
82.147.88.88	3
82.153.138.57	3
82.156.38.68	3
82.158.224.77	3
82.162.63.90	3
82.193.122.91	3
82.196.106.164	3
82.208.22.48	3
82.209.191.11	3
83.83.13.247	3
83.110.191.148	3
83.142.209.45	3
83.145.42.126	3
83.147.29.239	3
83.147.216.33	3
83.166.50.15	3
83.168.69.52	3
83.168.89.189	3
83.224.138.50	3
83.226.86.242	3
83.227.140.125	3
83.233.46.177	3
83.236.176.109	3
83.239.0.202	3
83.239.108.218	3
84.22.146.88	3
84.46.240.244	3
84.47.25.214	3
84.74.163.210	3
84.111.137.5	3
84.219.213.67	3
84.231.145.241	3
84.233.216.138	3
84.233.216.142	3
84.233.216.173	3
84.233.216.174	3
84.233.216.194	3
84.233.216.247	3
84.239.27.136	3
84.239.42.35	3
84.240.224.102	3
84.247.164.38	3
85.11.183.19	3
85.11.183.25	3
85.12.240.14	3
85.15.113.187	3
85.25.172.249	3
85.29.246.199	3
85.30.212.24	3
85.30.248.213	3
85.105.99.186	3
85.110.92.62	3
85.139.113.172	3
85.152.57.60	3
85.159.165.216	3
85.175.81.54	3
85.186.244.106	3
85.195.9.20	3
85.198.97.85	3
85.202.160.80	3
85.203.21.41	3
85.203.21.45	3
85.203.21.57	3
85.203.21.58	3
85.203.21.85	3
85.203.21.87	3
85.203.21.95	3
85.203.21.101	3
85.203.21.103	3
85.203.21.110	3
85.203.21.119	3
85.203.21.147	3
85.203.21.155	3
85.203.21.156	3
85.203.21.161	3
85.203.21.164	3
85.203.21.167	3
85.203.21.172	3
85.203.21.178	3
85.203.21.184	3
85.203.21.186	3
85.203.21.190	3
85.203.21.193	3
85.203.21.195	3
85.203.21.197	3
85.203.21.204	3
85.203.21.208	3
85.203.21.217	3
85.203.21.222	3
85.203.21.227	3
85.203.21.232	3
85.203.23.9	3
85.203.23.23	3
85.203.23.74	3
85.203.23.83	3
85.204.70.90	3
85.206.171.113	3
85.208.96.194	3
85.208.96.208	3
85.217.140.10	3
85.217.149.67	3
85.225.60.11	3
85.229.46.153	3
85.234.8.116	3
85.234.37.45	3
85.236.186.137	3
86.54.42.44	3
86.102.131.54	3
86.110.247.136	3
86.160.124.8	3
87.11.188.194	3
87.71.5.165	3
87.76.4.158	3
87.106.131.106	3
87.117.32.22	3
87.120.216.83	3
87.121.79.23	3
87.121.84.35	3
87.121.84.52	3
87.121.84.67	3
87.121.84.77	3
87.121.84.86	3
87.121.84.88	3
87.121.84.98	3
87.206.196.175	3
87.229.254.207	3
87.236.176.2	3
87.236.176.4	3
87.236.176.14	3
87.236.176.22	3
87.236.176.28	3
87.236.176.31	3
87.236.176.33	3
87.236.176.37	3
87.236.176.38	3
87.236.176.42	3
87.236.176.45	3
87.236.176.46	3
87.236.176.48	3
87.236.176.50	3
87.236.176.53	3
87.236.176.55	3
87.236.176.56	3
87.236.176.57	3
87.236.176.58	3
87.236.176.60	3
87.236.176.61	3
87.236.176.62	3
87.236.176.63	3
87.236.176.65	3
87.236.176.70	3
87.236.176.72	3
87.236.176.86	3
87.236.176.87	3
87.236.176.89	3
87.236.176.90	3
87.236.176.100	3
87.236.176.104	3
87.236.176.105	3
87.236.176.112	3
87.236.176.117	3
87.236.176.119	3
87.236.176.122	3
87.236.176.123	3
87.236.176.125	3
87.236.176.127	3
87.236.176.131	3
87.236.176.141	3
87.236.176.156	3
87.236.176.160	3
87.236.176.166	3
87.236.176.167	3
87.236.176.168	3
87.236.176.172	3
87.236.176.174	3
87.236.176.186	3
87.236.176.207	3
87.236.176.214	3
87.236.176.219	3
87.236.176.221	3
87.236.176.224	3
87.236.176.225	3
87.236.176.227	3
87.236.176.228	3
87.236.176.230	3
87.236.176.233	3
87.236.176.238	3
87.236.176.243	3
87.236.176.253	3
87.249.53.11	3
87.250.9.98	3
87.251.233.179	3
88.5.163.86	3
88.80.26.3	3
88.84.209.146	3
88.113.147.204	3
88.127.99.152	3
88.142.46.185	3
88.147.148.152	3
88.147.215.125	3
88.214.25.121	3
88.214.25.123	3
88.215.1.201	3
88.248.250.143	3
88.255.189.44	3
88.255.189.50	3
89.25.212.35	3
89.30.235.11	3
89.40.31.15	3
89.67.37.52	3
89.109.233.181	3
89.117.58.221	3
89.155.254.53	3
89.163.254.14	3
89.187.171.167	3
89.187.187.67	3
89.187.187.77	3
89.190.156.94	3
89.223.95.34	3
89.232.166.58	3
89.233.203.159	3
89.248.163.48	3
89.248.163.61	3
89.248.163.181	3
89.251.0.153	3
89.251.0.155	3
89.251.0.156	3
89.251.0.158	3
89.251.0.159	3
89.251.0.160	3
89.251.0.178	3
89.251.0.188	3
89.251.0.192	3
89.251.0.198	3
89.251.0.241	3
90.28.226.35	3
90.127.73.244	3
90.156.195.162	3
90.160.139.163	3
90.188.38.227	3
90.188.59.70	3
90.226.30.9	3
90.230.226.175	3
90.231.227.56	3
91.63.9.22	3
91.72.153.110	3
91.92.240.42	3
91.92.241.87	3
91.92.242.79	3
91.92.242.199	3
91.92.243.91	3
91.92.243.228	3
91.98.83.200	3
91.98.203.132	3
91.99.74.249	3
91.107.222.92	3
91.107.229.146	3
91.144.21.210	3
91.144.158.62	3
91.191.209.74	3
91.193.6.172	3
91.193.6.181	3
91.196.152.1	3
91.196.152.2	3
91.196.152.3	3
91.196.152.4	3
91.196.152.5	3
91.196.152.6	3
91.196.152.7	3
91.196.152.8	3
91.196.152.11	3
91.196.152.12	3
91.196.152.13	3
91.196.152.14	3
91.196.152.15	3
91.196.152.16	3
91.196.152.17	3
91.196.152.20	3
91.196.152.22	3
91.196.152.24	3
91.196.152.25	3
91.196.152.26	3
91.196.152.29	3
91.196.152.30	3
91.196.152.34	3
91.196.152.39	3
91.196.152.88	3
91.196.152.90	3
91.196.152.94	3
91.196.152.96	3
91.196.152.99	3
91.196.152.100	3
91.196.152.101	3
91.196.152.102	3
91.196.152.103	3
91.196.152.105	3
91.196.152.107	3
91.196.152.108	3
91.196.152.109	3
91.196.152.112	3
91.196.152.113	3
91.196.152.114	3
91.196.152.115	3
91.196.152.116	3
91.196.152.117	3
91.196.152.118	3
91.196.152.122	3
91.196.152.123	3
91.196.152.124	3
91.196.152.125	3
91.196.152.176	3
91.196.152.179	3
91.196.152.187	3
91.196.152.190	3
91.196.152.200	3
91.217.139.150	3
91.219.196.17	3
91.224.92.27	3
91.224.92.115	3
91.224.92.159	3
91.224.92.177	3
91.224.92.191	3
91.225.6.196	3
91.230.110.197	3
91.230.168.8	3
91.230.168.29	3
91.230.168.37	3
91.230.168.47	3
91.230.168.52	3
91.230.168.64	3
91.230.168.67	3
91.230.168.80	3
91.230.168.81	3
91.230.168.83	3
91.230.168.116	3
91.230.168.120	3
91.230.168.121	3
91.230.168.123	3
91.230.168.124	3
91.230.168.127	3
91.230.168.128	3
91.230.168.145	3
91.230.168.150	3
91.230.168.167	3
91.230.168.168	3
91.230.168.190	3
91.230.168.208	3
91.230.168.210	3
91.230.168.212	3
91.230.168.222	3
91.230.168.234	3
91.230.168.237	3
91.230.168.255	3
91.231.89.1	3
91.231.89.6	3
91.231.89.12	3
91.231.89.13	3
91.231.89.52	3
91.231.89.54	3
91.231.89.55	3
91.231.89.57	3
91.231.89.58	3
91.231.89.61	3
91.231.89.69	3
91.231.89.71	3
91.231.89.75	3
91.231.89.76	3
91.231.89.83	3
91.231.89.87	3
91.231.89.92	3
91.231.89.94	3
91.231.89.104	3
91.231.89.128	3
91.231.89.136	3
91.231.89.137	3
91.231.89.145	3
91.231.89.149	3
91.231.89.156	3
91.231.89.158	3
91.231.89.160	3
91.231.89.162	3
91.231.89.164	3
91.231.89.175	3
91.231.89.184	3
91.231.89.185	3
91.231.89.187	3
91.231.89.192	3
91.231.89.193	3
91.231.89.199	3
91.231.89.200	3
91.231.89.205	3
91.231.89.208	3
91.231.89.210	3
91.231.89.211	3
91.231.89.213	3
91.231.89.225	3
91.231.89.233	3
91.231.89.238	3
91.231.89.246	3
91.231.89.250	3
91.231.89.254	3
91.231.89.255	3
91.232.124.233	3
91.232.238.112	3
91.236.116.50	3
91.241.150.246	3
92.33.203.68	3
92.33.220.210	3
92.55.2.13	3
92.60.189.21	3
92.62.243.154	3
92.62.243.174	3
92.84.21.186	3
92.100.187.157	3
92.118.39.30	3
92.118.39.45	3
92.118.39.53	3
92.118.39.108	3
92.118.39.202	3
92.118.39.203	3
92.118.39.204	3
92.118.39.205	3
92.118.39.209	3
92.118.39.210	3
92.118.39.211	3
92.118.39.212	3
92.118.39.213	3
92.118.39.214	3
92.118.39.224	3
92.118.39.225	3
92.118.39.227	3
92.118.39.228	3
92.118.39.229	3
92.118.39.231	3
92.118.39.232	3
92.118.39.233	3
92.118.39.234	3
92.124.133.35	3
92.126.223.175	3
92.242.122.170	3
92.255.172.209	3
93.77.160.118	3
93.113.25.90	3
93.119.1.30	3
93.123.16.99	3
93.123.109.23	3
93.123.109.123	3
93.123.109.176	3
93.123.109.214	3
93.145.152.138	3
93.174.93.12	3
93.188.83.96	3
94.16.115.121	3
94.20.234.161	3
94.23.34.95	3
94.25.40.30	3
94.27.164.9	3
94.72.102.12	3
94.102.51.15	3
94.132.97.76	3
94.156.152.24	3
94.156.152.48	3
94.156.152.223	3
94.180.220.228	3
94.201.171.205	3
94.202.127.206	3
94.204.123.172	3
94.206.93.90	3
94.231.206.0	3
94.231.206.2	3
94.231.206.3	3
94.231.206.4	3
94.231.206.7	3
94.231.206.10	3
94.231.206.11	3
94.231.206.12	3
94.231.206.13	3
94.231.206.14	3
94.231.206.15	3
94.231.206.34	3
94.231.206.35	3
94.231.206.36	3
94.231.206.37	3
94.231.206.39	3
94.231.206.104	3
94.231.206.107	3
94.231.206.108	3
94.231.206.110	3
94.231.206.129	3
94.231.206.132	3
94.231.206.134	3
94.231.206.135	3
94.231.206.156	3
94.231.206.159	3
94.231.206.200	3
94.231.206.204	3
94.231.206.205	3
94.231.206.249	3
94.231.206.253	3
94.233.127.218	3
94.246.132.104	3
94.249.59.9	3
94.255.173.99	3
95.52.245.126	3
95.56.194.254	3
95.79.108.51	3
95.84.238.90	3
95.85.234.50	3
95.105.52.153	3
95.111.229.234	3
95.165.25.233	3
95.165.142.8	3
95.174.97.156	3
95.182.101.16	3
95.209.141.149	3
95.214.52.208	3
95.214.52.233	3
95.215.0.144	3
95.229.5.248	3
96.1.40.151	3
96.30.129.165	3
96.44.170.208	3
96.56.228.149	3
96.88.1.20	3
96.126.106.7	3
96.126.108.181	3
96.126.117.80	3
96.126.123.12	3
97.107.132.130	3
97.107.132.133	3
97.107.139.94	3
97.210.133.186	3
97.211.83.239	3
97.211.122.224	3
97.211.145.69	3
97.211.168.153	3
98.71.8.129	3
98.80.4.7	3
98.80.4.8	3
98.80.4.53	3
98.80.4.111	3
98.81.60.48	3
98.81.85.17	3
98.81.156.78	3
98.81.205.36	3
98.81.221.8	3
98.84.188.17	3
98.88.17.26	3
98.93.19.251	3
98.93.67.8	3
98.93.245.202	3
98.94.39.8	3
98.102.148.242	3
98.187.20.187	3
99.60.18.106	3
99.209.81.42	3
99.209.201.66	3
99.234.201.132	3
100.25.120.246	3
100.26.29.152	3
100.26.45.212	3
100.27.192.197	3
100.27.226.38	3
100.28.153.226	3
100.29.192.2	3
100.29.192.4	3
100.29.192.5	3
100.29.192.6	3
100.29.192.7	3
100.29.192.9	3
100.29.192.10	3
100.29.192.13	3
100.29.192.14	3
100.29.192.15	3
100.29.192.16	3
100.29.192.17	3
100.29.192.18	3
100.29.192.19	3
100.29.192.25	3
100.29.192.26	3
100.29.192.27	3
100.29.192.28	3
100.29.192.29	3
100.29.192.30	3
100.29.192.31	3
100.29.192.32	3
100.29.192.33	3
100.29.192.35	3
100.29.192.36	3
100.29.192.37	3
100.29.192.38	3
100.29.192.39	3
100.29.192.40	3
100.29.192.41	3
100.29.192.42	3
100.29.192.43	3
100.29.192.44	3
100.29.192.45	3
100.29.192.46	3
100.29.192.48	3
100.29.192.49	3
100.29.192.50	3
100.29.192.51	3
100.29.192.52	3
100.29.192.53	3
100.29.192.54	3
100.29.192.55	3
100.29.192.56	3
100.29.192.57	3
100.29.192.58	3
100.29.192.59	3
100.29.192.60	3
100.29.192.62	3
100.29.192.64	3
100.29.192.65	3
100.29.192.66	3
100.29.192.67	3
100.29.192.69	3
100.29.192.70	3
100.29.192.71	3
100.29.192.72	3
100.29.192.73	3
100.29.192.74	3
100.29.192.76	3
100.29.192.77	3
100.29.192.78	3
100.29.192.79	3
100.29.192.80	3
100.29.192.85	3
100.29.192.86	3
100.29.192.87	3
100.29.192.89	3
100.29.192.91	3
100.29.192.92	3
100.29.192.93	3
100.29.192.94	3
100.29.192.95	3
100.29.192.97	3
100.29.192.99	3
100.29.192.100	3
100.29.192.101	3
100.29.192.102	3
100.29.192.103	3
100.29.192.104	3
100.29.192.105	3
100.29.192.106	3
100.29.192.107	3
100.29.192.108	3
100.29.192.109	3
100.29.192.110	3
100.29.192.112	3
100.29.192.113	3
100.29.192.115	3
100.29.192.116	3
100.29.192.117	3
100.29.192.118	3
100.29.192.121	3
100.29.192.122	3
100.29.192.123	3
100.29.192.125	3
100.29.192.127	3
100.31.213.204	3
100.48.87.238	3
100.49.117.77	3
100.53.3.126	3
100.53.78.176	3
100.53.171.244	3
100.55.25.236	3
100.55.31.181	3
100.55.66.68	3
101.0.104.38	3
101.13.1.75	3
101.13.2.183	3
101.13.2.241	3
101.13.3.207	3
101.13.4.120	3
101.13.4.124	3
101.13.5.26	3
101.13.5.30	3
101.13.5.34	3
101.13.5.50	3
101.13.6.86	3
101.13.9.48	3
101.32.145.199	3
101.32.208.70	3
101.36.105.50	3
101.36.106.134	3
101.36.108.9	3
101.36.108.158	3
101.36.109.144	3
101.36.111.38	3
101.36.112.101	3
101.36.116.214	3
101.36.118.177	3
101.36.119.146	3
101.36.122.183	3
101.36.124.220	3
101.36.125.11	3
101.37.148.44	3
101.43.79.210	3
101.53.236.155	3
101.69.132.194	3
101.74.122.206	3
101.91.114.194	3
101.91.114.235	3
101.96.199.126	3
101.96.230.94	3
101.100.194.181	3
101.126.18.30	3
101.126.81.18	3
101.126.85.76	3
101.126.89.35	3
101.126.135.109	3
101.126.135.131	3
101.126.141.180	3
101.127.101.225	3
101.168.19.24	3
101.200.236.207	3
101.200.243.197	3
101.201.104.216	3
101.207.142.155	3
101.255.117.33	3
102.38.3.104	3
102.38.3.107	3
102.53.15.17	3
102.64.66.222	3
102.69.239.225	3
102.90.34.90	3
102.212.40.244	3
102.216.219.24	3
103.7.41.144	3
103.13.138.22	3
103.13.207.32	3
103.13.207.60	3
103.15.222.169	3
103.17.91.226	3
103.18.14.96	3
103.24.63.85	3
103.27.36.2	3
103.39.109.165	3
103.39.242.25	3
103.50.5.94	3
103.51.26.198	3
103.51.54.110	3
103.52.32.76	3
103.56.163.133	3
103.59.161.67	3
103.63.24.43	3
103.67.78.70	3
103.68.52.210	3
103.72.216.82	3
103.80.87.150	3
103.80.87.208	3
103.84.57.21	3
103.84.236.222	3
103.84.236.242	3
103.85.75.146	3
103.90.67.3	3
103.90.155.32	3
103.91.245.241	3
103.93.93.182	3
103.93.93.211	3
103.99.178.150	3
103.101.216.218	3
103.105.11.119	3
103.106.194.74	3
103.109.13.50	3
103.114.146.178	3
103.114.163.150	3
103.114.211.114	3
103.115.252.62	3
103.118.28.247	3
103.120.116.162	3
103.121.91.144	3
103.124.54.30	3
103.127.135.226	3
103.130.207.227	3
103.131.85.228	3
103.131.85.249	3
103.132.223.80	3
103.133.56.19	3
103.134.154.119	3
103.138.237.18	3
103.139.212.86	3
103.141.116.202	3
103.142.86.12	3
103.145.191.26	3
103.146.202.84	3
103.147.248.23	3
103.148.206.99	3
103.149.86.208	3
103.149.93.160	3
103.156.237.37	3
103.158.67.162	3
103.158.138.179	3
103.158.206.141	3
103.161.16.196	3
103.161.93.53	3
103.163.44.118	3
103.166.226.235	3
103.167.66.190	3
103.167.95.242	3
103.167.172.122	3
103.168.23.215	3
103.168.241.32	3
103.171.31.37	3
103.171.69.69	3
103.171.69.75	3
103.171.69.85	3
103.171.69.96	3
103.171.69.99	3
103.171.69.100	3
103.171.69.102	3
103.171.69.103	3
103.171.69.110	3
103.171.69.112	3
103.171.69.115	3
103.171.69.121	3
103.171.69.122	3
103.171.69.123	3
103.171.69.127	3
103.173.7.200	3
103.173.7.202	3
103.173.7.204	3
103.173.7.205	3
103.173.7.206	3
103.174.52.162	3
103.174.80.40	3
103.174.102.89	3
103.174.145.35	3
103.175.16.86	3
103.175.206.22	3
103.176.79.6	3
103.176.79.24	3
103.176.255.195	3
103.177.31.66	3
103.178.175.180	3
103.179.56.51	3
103.181.26.210	3
103.187.147.16	3
103.187.147.128	3
103.188.170.216	3
103.189.234.82	3
103.193.178.42	3
103.194.88.9	3
103.194.88.61	3
103.195.238.51	3
103.203.57.3	3
103.203.57.28	3
103.203.210.119	3
103.205.142.244	3
103.209.179.31	3
103.210.238.123	3
103.211.59.6	3
103.213.127.100	3
103.214.5.133	3
103.215.80.68	3
103.216.117.118	3
103.216.118.192	3
103.218.241.7	3
103.218.241.179	3
103.218.243.223	3
103.218.243.246	3
103.219.154.156	3
103.230.176.152	3
103.244.172.227	3
103.249.19.34	3
103.249.200.230	3
103.250.160.76	3
103.251.31.122	3
103.251.31.166	3
103.252.168.4	3
103.253.27.139	3
103.253.27.247	3
104.28.165.160	3
104.28.235.60	3
104.32.10.137	3
104.105.64.131	3
104.105.64.178	3
104.105.64.191	3
104.105.64.198	3
104.105.64.206	3
104.105.64.216	3
104.105.81.94	3
104.105.81.126	3
104.129.51.144	3
104.131.6.219	3
104.131.8.56	3
104.131.8.116	3
104.131.39.123	3
104.152.52.58	3
104.152.52.59	3
104.152.52.63	3
104.152.52.64	3
104.152.52.65	3
104.152.52.66	3
104.152.52.69	3
104.152.52.71	3
104.152.52.72	3
104.152.52.103	3
104.152.52.104	3
104.152.52.105	3
104.152.52.109	3
104.152.52.113	3
104.152.52.117	3
104.152.52.119	3
104.152.52.123	3
104.152.52.124	3
104.152.52.125	3
104.152.52.126	3
104.152.52.127	3
104.152.52.128	3
104.152.52.129	3
104.152.52.130	3
104.152.52.132	3
104.152.52.133	3
104.152.52.135	3
104.152.52.136	3
104.152.52.141	3
104.152.52.142	3
104.152.52.143	3
104.152.52.144	3
104.152.52.146	3
104.152.52.147	3
104.152.52.149	3
104.152.52.203	3
104.152.52.205	3
104.152.52.206	3
104.152.52.207	3
104.152.52.212	3
104.152.52.214	3
104.152.52.221	3
104.152.52.222	3
